critic,fresh,imdb,publication,quote,review_date,rtid,title
Edward Guthmann,rotten,138563,San Francisco Chronicle,"When Kurt and Courtney veers into speculation and gives voice to bizarre and unreliable witnesses, it reeks of tabloid excess.",1/01/2000,13804,Kurt & Courtney
Roger Ebert,fresh,138563,Chicago Sun-Times,"In all of Broomfield's films, you meet people you can hardly believe exist.",1/01/2000,13804,Kurt & Courtney
Janet Maslin,fresh,138563,New York Times,"Mr. Broomfield doesn't ultimately prove, or even believe, that Mr. Cobain died under incriminating circumstances. But he makes it wrenchingly clear why the world in which he lived had become impossible to bear.",1/01/2000,13804,Kurt & Courtney
Owen Gleiberman,fresh,138563,Entertainment Weekly,Lurid and freakishly arresting.,27/02/1998,13804,Kurt & Courtney
John Hartl,fresh,120265,Film.com,Has a visual style that seems rudimentary but becomes increasingly hypnotic and resonant.,24/07/2001,20938,Ta'm e guilass
Roger Ebert,rotten,120265,Chicago Sun-Times,The film is such a lifeless drone that we experience it only as a movie.,1/01/2000,20938,Ta'm e guilass
Richard Corliss,fresh,120265,TIME Magazine,The talk flows persuasively; the picture pulses with art and humanity.,1/01/2000,20938,Ta'm e guilass
Edward Guthmann,fresh,120265,San Francisco Chronicle,"Kiarostami is in no rush, but the respect and love he shows for his characters, and the confidence and simplicity of his technique, make Taste of Cherry a satisfying experience.",1/01/2000,20938,Ta'm e guilass
Stephen Holden,fresh,120265,New York Times,"Kiarastomi, like no other filmmaker, has a vision of human scale that is simultaneously epic and precisely minuscule.",1/01/2000,20938,Ta'm e guilass
Stanley Kauffmann,fresh,120265,The New Republic,"As the film's design becomes clear to us, a quiet spaciousness begins to inhabit it.",1/01/2000,20938,Ta'm e guilass
Daniel M. Kimmel,fresh,120742,Variety,This third outing in the Major League series... won't set any box office records [b]ut it's an amusing film in its own right...,8/02/2004,11173,Major League: Back to the Minors
Roger Ebert,rotten,120838,Chicago Sun-Times,I can't easily remember a film I've enjoyed less.,1/01/2000,14856,Sour Grapes
David Rooney,fresh,141986,Variety,"Kopple's discreet, quietly revelatory style creates a fine balance between public and private personae that veers more pointedly toward the personal in an incongruous but fascinating coda.",16/10/2007,465973437,Wild Man Blues
Jonathan Rosenbaum,fresh,141986,Chicago Reader,It provides some generous insights into his psychic background when his unsupportive parents greet him back in New York at the end.,16/10/2007,465973437,Wild Man Blues
,fresh,141986,Time Out,"It's hardly a revelation, but Allen emerges as genuinely neurotic. He's also funny.",26/01/2006,465973437,Wild Man Blues
Edward Guthmann,fresh,141986,San Francisco Chronicle,"[Kopple's] made a greatly enjoyable film, but you can't help wondering if she's fallen under her subject's spell.",1/01/2000,465973437,Wild Man Blues
Roger Ebert,fresh,141986,Chicago Sun-Times,"[Kopple] might seem an unlikely choice for this material, but no doubt her track record gained Allen's trust.",1/01/2000,465973437,Wild Man Blues
James Berardinelli,rotten,141986,ReelViews,"Wild Man Blues has a tendency to become repetitious, especially during the final forty minutes.",1/01/2000,465973437,Wild Man Blues
Janet Maslin,fresh,141986,New York Times,"In her unexpectedly delightful documentary about Woody Allen as jazz musician, Barbara Kopple demonstrates cinema verite at its most seductive.",1/01/2000,465973437,Wild Man Blues
Jack Mathews,rotten,120609,Los Angeles Times,"The Big Hit is nothing more, or less, than a big goof.",14/02/2001,14445,The Big Hit
Susan Stark,fresh,120609,Detroit News,...crude and bloody but effective action comedy...,1/01/2000,14445,The Big Hit
James Berardinelli,rotten,120609,ReelViews,"As low- intelligence entertainment goes, this film is very much a hit-and-miss affair.",1/01/2000,14445,The Big Hit
Jay Carr,fresh,120609,Boston Globe,"In its non-A-list way, The Big Hit is the most successful attempt yet to transfer the Hong Kong action movie to Hollywood.",1/01/2000,14445,The Big Hit
Peter Stack,fresh,120609,San Francisco Chronicle,Score it big-time inane but a load of fun.,1/01/2000,14445,The Big Hit
Roger Ebert,rotten,120609,Chicago Sun-Times,"The characters in these movies exist in a Twilight Zone where thousands of rounds of ammunition are fired, but no one ever gets shot unless the plot requires him to. The bullets have read the screenplay.",1/01/2000,14445,The Big Hit
Lawrence Van Gelder,rotten,120609,New York Times,"Insatiable moviegoers are advised to wait till this action-comedy, written by Ben Ramsey, thuds into video stores; tasteful moviegoers will avoid it altogether.",1/01/2000,14445,The Big Hit
Daniel M. Kimmel,rotten,120856,Variety,"This silly adventure with Casper Van Dien as the latest Lord of the Apes comes across more like a sequel to George of the Jungle, but without the laughs.",8/02/2004,12058,Tarzan and the Lost City
Emanuel Levy,fresh,118925,Variety,"Tim McCanlies' charming feature directorial debut evokes the spirit of Capra's Depression comedies and Thornton Wilder's Our Town, without the nostalgia or sentimentality of those works.",9/06/2006,11707,"Dancer, Texas Pop. 81"
Christy Lemire,fresh,1010048,Associated Press,"Boyle takes his wildly high-energy visual aesthetic and applies it to a story that, at its core, is rather sweet and traditionally crowdpleasing.",20/02/2013,770770017,Slumdog Millionaire
Peter Howell,fresh,1010048,Toronto Star,It's Oliver Twist by way of City of God.,20/02/2013,770770017,Slumdog Millionaire
Richard Roeper,fresh,1010048,Richard Roeper.com,The best movie of 2008.,7/02/2009,770770017,Slumdog Millionaire
Dave Calhoun,fresh,1010048,Time Out,"Slumdog Millionaire, a film so upbeat and colourful that, by the time you're relaying its infectious air of optimism to friends, you could forget that it features orphans, slaughter, organised crime, poverty, enslavement and police brutality.",9/01/2009,770770017,Slumdog Millionaire
Amy Biancolli,fresh,1010048,Houston Chronicle,"Slumdog Millionaire is not the cure for all the world's ills, but it comes close. It solves, for instance, such endemic global problems as: a) sadness, b) lovelessness, c) cynicism, and d) the waning cultural relevance of Who Wants to Be a Millionaire.",12/12/2008,770770017,Slumdog Millionaire
Rene Rodriguez,fresh,1010048,Miami Herald,"From an early footchase in which the careening camera gives us a tour of the maze-like slums, to the ridiculously uplifting Bollywood dance number that plays over the end credits, Slumdog Millionaire makes for kinetic, exhilarating entertainment.",12/12/2008,770770017,Slumdog Millionaire
Roger Moore,fresh,1010048,Orlando Sentinel,"[A] taut, tense and witty tale of human tragedy and triumphant humanity set against the sweep of modern India.",11/12/2008,770770017,Slumdog Millionaire
Moira MacDonald,fresh,1010048,Seattle Times,"An intoxicating mix of genres: comedy, drama, suspense, even Bollywood-style musical.",21/11/2008,770770017,Slumdog Millionaire
Lisa Kennedy,fresh,1010048,Denver Post,"Watching Slumdog Millionaire, it's easy to believe director Danny Boyle has been working toward this brilliantly woven masterwork with each entertaining and diverse tale he's delivered.",21/11/2008,770770017,Slumdog Millionaire
Ty Burr,fresh,1010048,Boston Globe,I'll keep this simple: Cancel whatever you're doing tonight and go see Slumdog Millionaire instead.,21/11/2008,770770017,Slumdog Millionaire
Colin Covert,fresh,1010048,Minneapolis Star Tribune,Don't let the exotic setting put you off; this is a massively cool cross-cultural crowd-pleaser.,20/11/2008,770770017,Slumdog Millionaire
Steven Rea,fresh,1010048,Philadelphia Inquirer,"It doesn't happen often, but when it does, look out: a movie that rocks and rolls, that transports, startles, delights, shocks, seduces. A movie that is, quite simply, great.",20/11/2008,770770017,Slumdog Millionaire
Bill Goodykoontz,fresh,1010048,Arizona Republic,The film is a delight.,20/11/2008,770770017,Slumdog Millionaire
Cole Haddon,fresh,1010048,Film.com,"Not that the movie from director Danny Boyle isn't satisfying, isn't more than worth seeing. But I had been expecting cinematic fireworks to justify the claim that it's the best movie of the new millennium.",20/11/2008,770770017,Slumdog Millionaire
Ben Lyons,fresh,1010048,At the Movies,Look for multiple Oscar nominations for this movie.,17/11/2008,770770017,Slumdog Millionaire
Ben Mankiewicz,fresh,1010048,At the Movies,Worth seeing.,17/11/2008,770770017,Slumdog Millionaire
Anthony Lane,rotten,1010048,New Yorker,"There are no surprises in this movie, and most people will be able to predict, within the first ten minutes, roughly how the last ten will pan out.",17/11/2008,770770017,Slumdog Millionaire
Peter Rainer,fresh,1010048,Christian Science Monitor,Danny Boyle's Slumdog Millionaire is trying very hard to be a Dickensian fable for our time.,17/11/2008,770770017,Slumdog Millionaire
J. R. Jones,fresh,1010048,Chicago Reader,"The movie brushes against some of India's worst social ills, but it's essentially a fairy tale.",14/11/2008,770770017,Slumdog Millionaire
Liam Lacey,fresh,1010048,Globe and Mail,"Slumdog Millionaire is skillful entertainment, with the simple message that the most intense life experiences yield the greatest education.",14/11/2008,770770017,Slumdog Millionaire
Kevin Thomas,fresh,120211,Los Angeles Times,There's a depth and caring to Still Breathing that you don't find in the usual major studio fare.,7/02/2001,12405,Still Breathing
Joe Leydon,fresh,120211,Variety,A light and bright romantic comedy.,1/01/2000,12405,Still Breathing
Moira MacDonald,rotten,120211,Film.com,"The film's success ultimately rests on the couple -- and not once in this film, aside from a lot of wispy talk about fate and dreams, did I see any reason why these two opposites would be drawn to each other.",1/01/2000,12405,Still Breathing
Robert Horton,rotten,120211,Film.com,"This is a story that has been told many times before, but generally with more energy than this.",1/01/2000,12405,Still Breathing
Stephen Holden,fresh,120211,New York Times,"A gooey, swooning swatch of romantic hyperventilation, its queasy charms. And let it be said that surrendering to those charms could be as guilt-inducing as polishing off a pint of Haagen-Dazs chocolate ice cream before lunch.",1/01/2000,12405,Still Breathing
Geoff Andrew,fresh,118798,Time Out,"It's a sharp, brave movie, a little ragged around the edges, but that's to its advantage.",24/06/2006,13700,Bulworth
Kenneth Turan,fresh,118798,Los Angeles Times,"What gives Bulworth its unique character is that all this silliness is periodically punctuated by cogent, carefully thought-out mini-manifestos...",14/02/2001,13700,Bulworth
Janet Maslin,fresh,118798,New York Times,"Bulworth works, with both urbanity and chutzpah, by viewing political puppeteering with an all-purpose jaundiced eye.",1/01/2000,13700,Bulworth
Charles Taylor,fresh,118798,Salon.com,"As writer, director and star, Beatty flails all over the screen, but he's also made the only recent political satire that draws blood.",1/01/2000,13700,Bulworth
Edward Guthmann,fresh,118798,San Francisco Chronicle,"A shrewd political observer for decades, Beatty has fashioned a hilarious morality tale that delivers a surprisingly potent, angry message beneath the laughs.",1/01/2000,13700,Bulworth
James Berardinelli,fresh,118798,ReelViews,"Bulworth is an angry movie, but Beatty is savvy enough to recognize that people respond better to comedies than serious ""issue films,"" so he has camouflaged his message beneath the surface of this original, incisive satire.",1/01/2000,13700,Bulworth
